Epoch: 1 | Step: 0 | train loss: 0.989350 | val loss: 0.183054
Epoch: 2 | Step: 0 | train loss: 0.882919 | val loss: 0.139367
Epoch: 3 | Step: 0 | train loss: 0.697976 | val loss: 0.049317
Epoch: 4 | Step: 0 | train loss: 0.673125 | val loss: 0.075129
Epoch: 5 | Step: 0 | train loss: 0.565939 | val loss: 0.065931
Epoch: 6 | Step: 0 | train loss: 0.439376 | val loss: 0.046272
Epoch: 7 | Step: 0 | train loss: 0.437760 | val loss: 0.119558
Epoch: 8 | Step: 0 | train loss: 0.339127 | val loss: 0.141265
Epoch: 9 | Step: 0 | train loss: 0.296169 | val loss: 0.114905
Epoch: 10 | Step: 0 | train loss: 0.251449 | val loss: 0.067369
Epoch: 11 | Step: 0 | train loss: 0.188328 | val loss: 0.064136
Epoch: 12 | Step: 0 | train loss: 0.181643 | val loss: 0.064664
Epoch: 13 | Step: 0 | train loss: 0.151331 | val loss: 0.060515
Epoch: 14 | Step: 0 | train loss: 0.144158 | val loss: 0.041944
Epoch: 15 | Step: 0 | train loss: 0.097503 | val loss: 0.023647
Epoch: 16 | Step: 0 | train loss: 0.126529 | val loss: 0.010697
Epoch: 17 | Step: 0 | train loss: 0.117221 | val loss: 0.008247
Epoch: 18 | Step: 0 | train loss: 0.071190 | val loss: 0.007897
Epoch: 19 | Step: 0 | train loss: 0.079390 | val loss: 0.009227
Epoch: 20 | Step: 0 | train loss: 0.055775 | val loss: 0.012180
Epoch: 21 | Step: 0 | train loss: 0.053840 | val loss: 0.016896
Epoch: 22 | Step: 0 | train loss: 0.047770 | val loss: 0.021651
Epoch: 23 | Step: 0 | train loss: 0.048580 | val loss: 0.023041
Epoch: 24 | Step: 0 | train loss: 0.041710 | val loss: 0.022458
Epoch: 25 | Step: 0 | train loss: 0.034181 | val loss: 0.019561
Epoch: 26 | Step: 0 | train loss: 0.031471 | val loss: 0.016216
Epoch: 27 | Step: 0 | train loss: 0.029671 | val loss: 0.013775
Epoch: 28 | Step: 0 | train loss: 0.028059 | val loss: 0.011069
Epoch: 29 | Step: 0 | train loss: 0.025246 | val loss: 0.009818
Epoch: 30 | Step: 0 | train loss: 0.022875 | val loss: 0.009791
Epoch: 31 | Step: 0 | train loss: 0.030796 | val loss: 0.009629
Epoch: 32 | Step: 0 | train loss: 0.022119 | val loss: 0.009217
Epoch: 33 | Step: 0 | train loss: 0.022571 | val loss: 0.009139
Epoch: 34 | Step: 0 | train loss: 0.021576 | val loss: 0.008891
Epoch: 35 | Step: 0 | train loss: 0.018378 | val loss: 0.008807
Epoch: 36 | Step: 0 | train loss: 0.018252 | val loss: 0.008637
Epoch: 37 | Step: 0 | train loss: 0.015695 | val loss: 0.008457
Epoch: 38 | Step: 0 | train loss: 0.014856 | val loss: 0.008108
Epoch: 39 | Step: 0 | train loss: 0.013420 | val loss: 0.007487
Epoch: 40 | Step: 0 | train loss: 0.015404 | val loss: 0.007068
Epoch: 41 | Step: 0 | train loss: 0.014276 | val loss: 0.006644
Epoch: 42 | Step: 0 | train loss: 0.015270 | val loss: 0.006389
Epoch: 43 | Step: 0 | train loss: 0.011147 | val loss: 0.006078
Epoch: 44 | Step: 0 | train loss: 0.016333 | val loss: 0.005694
Epoch: 45 | Step: 0 | train loss: 0.015747 | val loss: 0.005460
Epoch: 46 | Step: 0 | train loss: 0.011278 | val loss: 0.005466
Epoch: 47 | Step: 0 | train loss: 0.011766 | val loss: 0.005612
Epoch: 48 | Step: 0 | train loss: 0.015069 | val loss: 0.006095
Epoch: 49 | Step: 0 | train loss: 0.011472 | val loss: 0.006458
Epoch: 50 | Step: 0 | train loss: 0.011896 | val loss: 0.006361
Epoch: 51 | Step: 0 | train loss: 0.011969 | val loss: 0.006476
Epoch: 52 | Step: 0 | train loss: 0.013590 | val loss: 0.006300
Epoch: 53 | Step: 0 | train loss: 0.011176 | val loss: 0.006228
Epoch: 54 | Step: 0 | train loss: 0.011320 | val loss: 0.006126
Epoch: 55 | Step: 0 | train loss: 0.011573 | val loss: 0.006002
Epoch: 56 | Step: 0 | train loss: 0.011949 | val loss: 0.006302
Epoch: 57 | Step: 0 | train loss: 0.010585 | val loss: 0.006436
Epoch: 58 | Step: 0 | train loss: 0.009997 | val loss: 0.006446
Epoch: 59 | Step: 0 | train loss: 0.010886 | val loss: 0.006195
Epoch: 60 | Step: 0 | train loss: 0.008414 | val loss: 0.006202
Epoch: 61 | Step: 0 | train loss: 0.010229 | val loss: 0.005994
Epoch: 62 | Step: 0 | train loss: 0.010425 | val loss: 0.005991
Epoch: 63 | Step: 0 | train loss: 0.012886 | val loss: 0.005915
Epoch: 64 | Step: 0 | train loss: 0.009064 | val loss: 0.005797
Epoch: 65 | Step: 0 | train loss: 0.009520 | val loss: 0.005758
Epoch: 66 | Step: 0 | train loss: 0.010542 | val loss: 0.005764
Epoch: 67 | Step: 0 | train loss: 0.009357 | val loss: 0.005648
Epoch: 68 | Step: 0 | train loss: 0.009886 | val loss: 0.005492
Epoch: 69 | Step: 0 | train loss: 0.008979 | val loss: 0.005208
Epoch: 70 | Step: 0 | train loss: 0.009374 | val loss: 0.004985
Epoch: 71 | Step: 0 | train loss: 0.010463 | val loss: 0.004921
Epoch: 72 | Step: 0 | train loss: 0.008896 | val loss: 0.004990
Epoch: 73 | Step: 0 | train loss: 0.008911 | val loss: 0.004971
Epoch: 74 | Step: 0 | train loss: 0.008063 | val loss: 0.005059
Epoch: 75 | Step: 0 | train loss: 0.009092 | val loss: 0.005206
Epoch: 76 | Step: 0 | train loss: 0.008139 | val loss: 0.005572
Epoch: 77 | Step: 0 | train loss: 0.007398 | val loss: 0.005736
Epoch: 78 | Step: 0 | train loss: 0.008254 | val loss: 0.005964
