Epoch: 1 | Step: 0 | train loss: 0.240811 | val loss: 0.085453
Epoch: 2 | Step: 0 | train loss: 0.178690 | val loss: 0.085559
Epoch: 3 | Step: 0 | train loss: 0.145299 | val loss: 0.071570
Epoch: 4 | Step: 0 | train loss: 0.089730 | val loss: 0.048383
Epoch: 5 | Step: 0 | train loss: 0.071179 | val loss: 0.031969
Epoch: 6 | Step: 0 | train loss: 0.090007 | val loss: 0.023997
Epoch: 7 | Step: 0 | train loss: 0.088934 | val loss: 0.022055
Epoch: 8 | Step: 0 | train loss: 0.061523 | val loss: 0.021555
Epoch: 9 | Step: 0 | train loss: 0.059717 | val loss: 0.020995
Epoch: 10 | Step: 0 | train loss: 0.046733 | val loss: 0.020472
Epoch: 11 | Step: 0 | train loss: 0.038658 | val loss: 0.019732
Epoch: 12 | Step: 0 | train loss: 0.044463 | val loss: 0.019108
Epoch: 13 | Step: 0 | train loss: 0.041938 | val loss: 0.018956
Epoch: 14 | Step: 0 | train loss: 0.036869 | val loss: 0.019305
Epoch: 15 | Step: 0 | train loss: 0.033691 | val loss: 0.020523
Epoch: 16 | Step: 0 | train loss: 0.031479 | val loss: 0.021149
Epoch: 17 | Step: 0 | train loss: 0.028157 | val loss: 0.022109
Epoch: 18 | Step: 0 | train loss: 0.032184 | val loss: 0.022344
Epoch: 19 | Step: 0 | train loss: 0.027787 | val loss: 0.022023
Epoch: 20 | Step: 0 | train loss: 0.024314 | val loss: 0.022188
Epoch: 21 | Step: 0 | train loss: 0.026196 | val loss: 0.021248
Epoch: 22 | Step: 0 | train loss: 0.029028 | val loss: 0.020664
Epoch: 23 | Step: 0 | train loss: 0.023320 | val loss: 0.019683
Epoch: 24 | Step: 0 | train loss: 0.024170 | val loss: 0.018220
Epoch: 25 | Step: 0 | train loss: 0.021408 | val loss: 0.017201
Epoch: 26 | Step: 0 | train loss: 0.021196 | val loss: 0.016005
Epoch: 27 | Step: 0 | train loss: 0.019363 | val loss: 0.015311
Epoch: 28 | Step: 0 | train loss: 0.021278 | val loss: 0.014282
Epoch: 29 | Step: 0 | train loss: 0.023296 | val loss: 0.013995
Epoch: 30 | Step: 0 | train loss: 0.026496 | val loss: 0.013648
Epoch: 31 | Step: 0 | train loss: 0.018963 | val loss: 0.013411
Epoch: 32 | Step: 0 | train loss: 0.018928 | val loss: 0.013655
Epoch: 33 | Step: 0 | train loss: 0.019615 | val loss: 0.013511
Epoch: 34 | Step: 0 | train loss: 0.024595 | val loss: 0.013511
Epoch: 35 | Step: 0 | train loss: 0.018047 | val loss: 0.013604
Epoch: 36 | Step: 0 | train loss: 0.015256 | val loss: 0.013717
Epoch: 37 | Step: 0 | train loss: 0.019297 | val loss: 0.013903
Epoch: 38 | Step: 0 | train loss: 0.018966 | val loss: 0.014327
Epoch: 39 | Step: 0 | train loss: 0.018724 | val loss: 0.014663
Epoch: 40 | Step: 0 | train loss: 0.019091 | val loss: 0.013940
Epoch: 41 | Step: 0 | train loss: 0.017066 | val loss: 0.014097
Epoch: 42 | Step: 0 | train loss: 0.018600 | val loss: 0.013573
Epoch: 43 | Step: 0 | train loss: 0.017127 | val loss: 0.013224
Epoch: 44 | Step: 0 | train loss: 0.016744 | val loss: 0.012996
Epoch: 45 | Step: 0 | train loss: 0.015221 | val loss: 0.012775
Epoch: 46 | Step: 0 | train loss: 0.015904 | val loss: 0.012345
Epoch: 47 | Step: 0 | train loss: 0.018126 | val loss: 0.012059
Epoch: 48 | Step: 0 | train loss: 0.013844 | val loss: 0.011595
Epoch: 49 | Step: 0 | train loss: 0.017404 | val loss: 0.011744
Epoch: 50 | Step: 0 | train loss: 0.014539 | val loss: 0.011277
Epoch: 51 | Step: 0 | train loss: 0.016271 | val loss: 0.010824
Epoch: 52 | Step: 0 | train loss: 0.017619 | val loss: 0.010707
Epoch: 53 | Step: 0 | train loss: 0.013094 | val loss: 0.010709
Epoch: 54 | Step: 0 | train loss: 0.018322 | val loss: 0.010706
Epoch: 55 | Step: 0 | train loss: 0.014336 | val loss: 0.010805
Epoch: 56 | Step: 0 | train loss: 0.016323 | val loss: 0.010641
Epoch: 57 | Step: 0 | train loss: 0.015153 | val loss: 0.010662
Epoch: 58 | Step: 0 | train loss: 0.019124 | val loss: 0.010594
Epoch: 59 | Step: 0 | train loss: 0.015795 | val loss: 0.010843
Epoch: 60 | Step: 0 | train loss: 0.014980 | val loss: 0.011114
Epoch: 61 | Step: 0 | train loss: 0.016977 | val loss: 0.011057
Epoch: 62 | Step: 0 | train loss: 0.013723 | val loss: 0.011300
Epoch: 63 | Step: 0 | train loss: 0.014715 | val loss: 0.011406
Epoch: 64 | Step: 0 | train loss: 0.013431 | val loss: 0.011556
Epoch: 65 | Step: 0 | train loss: 0.014171 | val loss: 0.010956
Epoch: 66 | Step: 0 | train loss: 0.013256 | val loss: 0.010748
Epoch: 67 | Step: 0 | train loss: 0.014367 | val loss: 0.010580
Epoch: 68 | Step: 0 | train loss: 0.014193 | val loss: 0.010524
Epoch: 69 | Step: 0 | train loss: 0.014844 | val loss: 0.010669
Epoch: 70 | Step: 0 | train loss: 0.013226 | val loss: 0.010439
Epoch: 71 | Step: 0 | train loss: 0.014922 | val loss: 0.010170
Epoch: 72 | Step: 0 | train loss: 0.012957 | val loss: 0.010290
Epoch: 73 | Step: 0 | train loss: 0.014499 | val loss: 0.010416
Epoch: 74 | Step: 0 | train loss: 0.012119 | val loss: 0.010261
Epoch: 75 | Step: 0 | train loss: 0.015280 | val loss: 0.010400
Epoch: 76 | Step: 0 | train loss: 0.014840 | val loss: 0.010214
Epoch: 77 | Step: 0 | train loss: 0.012965 | val loss: 0.010184
Epoch: 78 | Step: 0 | train loss: 0.012616 | val loss: 0.010154
Epoch: 79 | Step: 0 | train loss: 0.012983 | val loss: 0.010337
Epoch: 80 | Step: 0 | train loss: 0.012066 | val loss: 0.010197
Epoch: 81 | Step: 0 | train loss: 0.013653 | val loss: 0.010140
Epoch: 82 | Step: 0 | train loss: 0.012154 | val loss: 0.010150
Epoch: 83 | Step: 0 | train loss: 0.012613 | val loss: 0.010142
Epoch: 84 | Step: 0 | train loss: 0.012163 | val loss: 0.009866
Epoch: 85 | Step: 0 | train loss: 0.012118 | val loss: 0.009834
Epoch: 86 | Step: 0 | train loss: 0.012108 | val loss: 0.009892
Epoch: 87 | Step: 0 | train loss: 0.013240 | val loss: 0.009815
Epoch: 88 | Step: 0 | train loss: 0.012784 | val loss: 0.009876
Epoch: 89 | Step: 0 | train loss: 0.012125 | val loss: 0.009824
Epoch: 90 | Step: 0 | train loss: 0.011853 | val loss: 0.009718
Epoch: 91 | Step: 0 | train loss: 0.015546 | val loss: 0.009720
Epoch: 92 | Step: 0 | train loss: 0.013291 | val loss: 0.009637
Epoch: 93 | Step: 0 | train loss: 0.012150 | val loss: 0.009807
Epoch: 94 | Step: 0 | train loss: 0.012123 | val loss: 0.009872
Epoch: 95 | Step: 0 | train loss: 0.012049 | val loss: 0.009597
Epoch: 96 | Step: 0 | train loss: 0.012624 | val loss: 0.009723
Epoch: 97 | Step: 0 | train loss: 0.013210 | val loss: 0.009819
Epoch: 98 | Step: 0 | train loss: 0.012187 | val loss: 0.009633
Epoch: 99 | Step: 0 | train loss: 0.013595 | val loss: 0.009420
Epoch: 100 | Step: 0 | train loss: 0.010892 | val loss: 0.009375
Epoch: 101 | Step: 0 | train loss: 0.012333 | val loss: 0.009464
Epoch: 102 | Step: 0 | train loss: 0.014539 | val loss: 0.009499
Epoch: 103 | Step: 0 | train loss: 0.013952 | val loss: 0.009547
Epoch: 104 | Step: 0 | train loss: 0.012324 | val loss: 0.009608
Epoch: 105 | Step: 0 | train loss: 0.011640 | val loss: 0.009812
Epoch: 106 | Step: 0 | train loss: 0.013064 | val loss: 0.009896
Epoch: 107 | Step: 0 | train loss: 0.011817 | val loss: 0.009816
Epoch: 108 | Step: 0 | train loss: 0.013574 | val loss: 0.009772
Epoch: 109 | Step: 0 | train loss: 0.013535 | val loss: 0.009804
Epoch: 110 | Step: 0 | train loss: 0.013008 | val loss: 0.009716
Epoch: 111 | Step: 0 | train loss: 0.012400 | val loss: 0.009746
Epoch: 112 | Step: 0 | train loss: 0.012677 | val loss: 0.009660
Epoch: 113 | Step: 0 | train loss: 0.012307 | val loss: 0.009809
Epoch: 114 | Step: 0 | train loss: 0.011427 | val loss: 0.009869
Epoch: 115 | Step: 0 | train loss: 0.010988 | val loss: 0.009893
Epoch: 116 | Step: 0 | train loss: 0.010082 | val loss: 0.009981
Epoch: 117 | Step: 0 | train loss: 0.013025 | val loss: 0.010018
Epoch: 118 | Step: 0 | train loss: 0.012281 | val loss: 0.010077
Epoch: 119 | Step: 0 | train loss: 0.013778 | val loss: 0.009942
Epoch: 120 | Step: 0 | train loss: 0.012233 | val loss: 0.009883
Epoch: 121 | Step: 0 | train loss: 0.011321 | val loss: 0.009798
Epoch: 122 | Step: 0 | train loss: 0.010999 | val loss: 0.009727
Epoch: 123 | Step: 0 | train loss: 0.011492 | val loss: 0.009393
Epoch: 124 | Step: 0 | train loss: 0.010167 | val loss: 0.009323
Epoch: 125 | Step: 0 | train loss: 0.010406 | val loss: 0.008968
Epoch: 126 | Step: 0 | train loss: 0.011394 | val loss: 0.008877
Epoch: 127 | Step: 0 | train loss: 0.011454 | val loss: 0.008708
Epoch: 128 | Step: 0 | train loss: 0.012151 | val loss: 0.008516
Epoch: 129 | Step: 0 | train loss: 0.011704 | val loss: 0.008458
Epoch: 130 | Step: 0 | train loss: 0.012007 | val loss: 0.008235
Epoch: 131 | Step: 0 | train loss: 0.011133 | val loss: 0.008174
Epoch: 132 | Step: 0 | train loss: 0.011595 | val loss: 0.008138
Epoch: 133 | Step: 0 | train loss: 0.011815 | val loss: 0.008317
Epoch: 134 | Step: 0 | train loss: 0.010519 | val loss: 0.008662
Epoch: 135 | Step: 0 | train loss: 0.010695 | val loss: 0.008775
Epoch: 136 | Step: 0 | train loss: 0.011459 | val loss: 0.008831
Epoch: 137 | Step: 0 | train loss: 0.011629 | val loss: 0.008829
Epoch: 138 | Step: 0 | train loss: 0.011321 | val loss: 0.008927
Epoch: 139 | Step: 0 | train loss: 0.010691 | val loss: 0.008908
Epoch: 140 | Step: 0 | train loss: 0.009820 | val loss: 0.008869
Epoch: 141 | Step: 0 | train loss: 0.009988 | val loss: 0.008895
Epoch: 142 | Step: 0 | train loss: 0.010851 | val loss: 0.008993
Epoch: 143 | Step: 0 | train loss: 0.011016 | val loss: 0.009129
Epoch: 144 | Step: 0 | train loss: 0.011473 | val loss: 0.009150
Epoch: 145 | Step: 0 | train loss: 0.011900 | val loss: 0.009107
Epoch: 146 | Step: 0 | train loss: 0.011105 | val loss: 0.009123
Epoch: 147 | Step: 0 | train loss: 0.010574 | val loss: 0.008982
Epoch: 148 | Step: 0 | train loss: 0.011760 | val loss: 0.008928
Epoch: 149 | Step: 0 | train loss: 0.010812 | val loss: 0.008814
Epoch: 150 | Step: 0 | train loss: 0.010890 | val loss: 0.008917
Epoch: 151 | Step: 0 | train loss: 0.010510 | val loss: 0.008805
Epoch: 152 | Step: 0 | train loss: 0.009978 | val loss: 0.008856
Epoch: 153 | Step: 0 | train loss: 0.010165 | val loss: 0.008698
Epoch: 154 | Step: 0 | train loss: 0.010995 | val loss: 0.008533
Epoch: 155 | Step: 0 | train loss: 0.009499 | val loss: 0.008447
Epoch: 156 | Step: 0 | train loss: 0.012434 | val loss: 0.008305
Epoch: 157 | Step: 0 | train loss: 0.010184 | val loss: 0.008330
Epoch: 158 | Step: 0 | train loss: 0.010944 | val loss: 0.008378
Epoch: 159 | Step: 0 | train loss: 0.009469 | val loss: 0.008497
Epoch: 160 | Step: 0 | train loss: 0.010536 | val loss: 0.008424
Epoch: 161 | Step: 0 | train loss: 0.011004 | val loss: 0.008247
Epoch: 162 | Step: 0 | train loss: 0.010471 | val loss: 0.008130
Epoch: 163 | Step: 0 | train loss: 0.009869 | val loss: 0.008172
Epoch: 164 | Step: 0 | train loss: 0.011413 | val loss: 0.008068
Epoch: 165 | Step: 0 | train loss: 0.010209 | val loss: 0.008103
Epoch: 166 | Step: 0 | train loss: 0.011321 | val loss: 0.008117
Epoch: 167 | Step: 0 | train loss: 0.010048 | val loss: 0.008071
Epoch: 168 | Step: 0 | train loss: 0.010631 | val loss: 0.008212
Epoch: 169 | Step: 0 | train loss: 0.010708 | val loss: 0.008375
Epoch: 170 | Step: 0 | train loss: 0.011468 | val loss: 0.008367
Epoch: 171 | Step: 0 | train loss: 0.012044 | val loss: 0.008403
Epoch: 172 | Step: 0 | train loss: 0.010550 | val loss: 0.008370
Epoch: 173 | Step: 0 | train loss: 0.010749 | val loss: 0.008401
Epoch: 174 | Step: 0 | train loss: 0.010014 | val loss: 0.008397
Epoch: 175 | Step: 0 | train loss: 0.011760 | val loss: 0.008385
Epoch: 176 | Step: 0 | train loss: 0.011861 | val loss: 0.008349
Epoch: 177 | Step: 0 | train loss: 0.010816 | val loss: 0.008368
Epoch: 178 | Step: 0 | train loss: 0.011033 | val loss: 0.008440
Epoch: 179 | Step: 0 | train loss: 0.011091 | val loss: 0.008542
Epoch: 180 | Step: 0 | train loss: 0.008431 | val loss: 0.008546
Epoch: 181 | Step: 0 | train loss: 0.010348 | val loss: 0.008406
Epoch: 182 | Step: 0 | train loss: 0.009168 | val loss: 0.008399
Epoch: 183 | Step: 0 | train loss: 0.009259 | val loss: 0.008430
Epoch: 184 | Step: 0 | train loss: 0.010019 | val loss: 0.008331
Epoch: 185 | Step: 0 | train loss: 0.009239 | val loss: 0.008220
Epoch: 186 | Step: 0 | train loss: 0.009635 | val loss: 0.008052
Epoch: 187 | Step: 0 | train loss: 0.009771 | val loss: 0.007843
