Epoch: 1 | Step: 0 | train loss: 0.401052 | val loss: 0.033088
Epoch: 2 | Step: 0 | train loss: 0.278402 | val loss: 0.022227
Epoch: 3 | Step: 0 | train loss: 0.247192 | val loss: 0.021902
Epoch: 4 | Step: 0 | train loss: 0.177732 | val loss: 0.019650
Epoch: 5 | Step: 0 | train loss: 0.180050 | val loss: 0.020875
Epoch: 6 | Step: 0 | train loss: 0.178909 | val loss: 0.018802
Epoch: 7 | Step: 0 | train loss: 0.155717 | val loss: 0.014055
Epoch: 8 | Step: 0 | train loss: 0.136880 | val loss: 0.010942
Epoch: 9 | Step: 0 | train loss: 0.094730 | val loss: 0.009015
Epoch: 10 | Step: 0 | train loss: 0.090462 | val loss: 0.008445
Epoch: 11 | Step: 0 | train loss: 0.082341 | val loss: 0.007507
Epoch: 12 | Step: 0 | train loss: 0.063158 | val loss: 0.006820
Epoch: 13 | Step: 0 | train loss: 0.058684 | val loss: 0.006167
Epoch: 14 | Step: 0 | train loss: 0.050901 | val loss: 0.005886
Epoch: 15 | Step: 0 | train loss: 0.045276 | val loss: 0.006016
Epoch: 16 | Step: 0 | train loss: 0.041909 | val loss: 0.006063
Epoch: 17 | Step: 0 | train loss: 0.036907 | val loss: 0.006157
Epoch: 18 | Step: 0 | train loss: 0.028051 | val loss: 0.006391
Epoch: 19 | Step: 0 | train loss: 0.030474 | val loss: 0.006570
Epoch: 20 | Step: 0 | train loss: 0.026849 | val loss: 0.006760
Epoch: 21 | Step: 0 | train loss: 0.023753 | val loss: 0.007072
Epoch: 22 | Step: 0 | train loss: 0.021308 | val loss: 0.007527
Epoch: 23 | Step: 0 | train loss: 0.023501 | val loss: 0.007835
Epoch: 24 | Step: 0 | train loss: 0.020982 | val loss: 0.007999
Epoch: 25 | Step: 0 | train loss: 0.019702 | val loss: 0.008280
Epoch: 26 | Step: 0 | train loss: 0.019795 | val loss: 0.008596
Epoch: 27 | Step: 0 | train loss: 0.018680 | val loss: 0.008830
Epoch: 28 | Step: 0 | train loss: 0.017947 | val loss: 0.008958
Epoch: 29 | Step: 0 | train loss: 0.016179 | val loss: 0.009341
Epoch: 30 | Step: 0 | train loss: 0.014922 | val loss: 0.009550
Epoch: 31 | Step: 0 | train loss: 0.016500 | val loss: 0.009827
Epoch: 32 | Step: 0 | train loss: 0.016233 | val loss: 0.010371
Epoch: 33 | Step: 0 | train loss: 0.016837 | val loss: 0.010489
Epoch: 34 | Step: 0 | train loss: 0.016308 | val loss: 0.010668
Epoch: 35 | Step: 0 | train loss: 0.017021 | val loss: 0.011344
Epoch: 36 | Step: 0 | train loss: 0.018928 | val loss: 0.011201
Epoch: 37 | Step: 0 | train loss: 0.017040 | val loss: 0.011449
Epoch: 38 | Step: 0 | train loss: 0.016630 | val loss: 0.011355
Epoch: 39 | Step: 0 | train loss: 0.015830 | val loss: 0.011392
Epoch: 40 | Step: 0 | train loss: 0.015280 | val loss: 0.011455
Epoch: 41 | Step: 0 | train loss: 0.013517 | val loss: 0.011489
Epoch: 42 | Step: 0 | train loss: 0.012957 | val loss: 0.011382
Epoch: 43 | Step: 0 | train loss: 0.016445 | val loss: 0.011354
Epoch: 44 | Step: 0 | train loss: 0.014655 | val loss: 0.011212
Epoch: 45 | Step: 0 | train loss: 0.013452 | val loss: 0.011174
Epoch: 46 | Step: 0 | train loss: 0.014970 | val loss: 0.011052
Epoch: 47 | Step: 0 | train loss: 0.014100 | val loss: 0.010937
Epoch: 48 | Step: 0 | train loss: 0.013417 | val loss: 0.010738
