Epoch: 1 | Step: 0 | train loss: 0.990565 | val loss: 0.078871
Epoch: 2 | Step: 0 | train loss: 0.930689 | val loss: 0.075608
Epoch: 3 | Step: 0 | train loss: 0.632541 | val loss: 0.019134
Epoch: 4 | Step: 0 | train loss: 0.447662 | val loss: 0.027124
Epoch: 5 | Step: 0 | train loss: 0.453168 | val loss: 0.047701
Epoch: 6 | Step: 0 | train loss: 0.346179 | val loss: 0.048087
Epoch: 7 | Step: 0 | train loss: 0.385361 | val loss: 0.038817
Epoch: 8 | Step: 0 | train loss: 0.227807 | val loss: 0.041031
Epoch: 9 | Step: 0 | train loss: 0.253153 | val loss: 0.053994
Epoch: 10 | Step: 0 | train loss: 0.172667 | val loss: 0.057219
Epoch: 11 | Step: 0 | train loss: 0.228942 | val loss: 0.052179
Epoch: 12 | Step: 0 | train loss: 0.140955 | val loss: 0.041309
Epoch: 13 | Step: 0 | train loss: 0.148765 | val loss: 0.036858
Epoch: 14 | Step: 0 | train loss: 0.124236 | val loss: 0.028957
Epoch: 15 | Step: 0 | train loss: 0.095478 | val loss: 0.025165
Epoch: 16 | Step: 0 | train loss: 0.086195 | val loss: 0.023698
Epoch: 17 | Step: 0 | train loss: 0.094627 | val loss: 0.023522
Epoch: 18 | Step: 0 | train loss: 0.077980 | val loss: 0.024662
Epoch: 19 | Step: 0 | train loss: 0.067858 | val loss: 0.023001
Epoch: 20 | Step: 0 | train loss: 0.044798 | val loss: 0.020676
Epoch: 21 | Step: 0 | train loss: 0.053951 | val loss: 0.016568
Epoch: 22 | Step: 0 | train loss: 0.053067 | val loss: 0.013796
Epoch: 23 | Step: 0 | train loss: 0.026863 | val loss: 0.012131
Epoch: 24 | Step: 0 | train loss: 0.028088 | val loss: 0.011503
Epoch: 25 | Step: 0 | train loss: 0.041209 | val loss: 0.011418
Epoch: 26 | Step: 0 | train loss: 0.037788 | val loss: 0.011616
Epoch: 27 | Step: 0 | train loss: 0.032438 | val loss: 0.011630
Epoch: 28 | Step: 0 | train loss: 0.029728 | val loss: 0.011646
Epoch: 29 | Step: 0 | train loss: 0.023314 | val loss: 0.011700
Epoch: 30 | Step: 0 | train loss: 0.030694 | val loss: 0.012418
Epoch: 31 | Step: 0 | train loss: 0.026160 | val loss: 0.013117
Epoch: 32 | Step: 0 | train loss: 0.029428 | val loss: 0.012960
Epoch: 33 | Step: 0 | train loss: 0.022265 | val loss: 0.012466
Epoch: 34 | Step: 0 | train loss: 0.028635 | val loss: 0.011532
Epoch: 35 | Step: 0 | train loss: 0.022269 | val loss: 0.011273
Epoch: 36 | Step: 0 | train loss: 0.021469 | val loss: 0.011317
Epoch: 37 | Step: 0 | train loss: 0.022022 | val loss: 0.011427
Epoch: 38 | Step: 0 | train loss: 0.018740 | val loss: 0.011511
Epoch: 39 | Step: 0 | train loss: 0.019044 | val loss: 0.011373
Epoch: 40 | Step: 0 | train loss: 0.014477 | val loss: 0.011118
Epoch: 41 | Step: 0 | train loss: 0.018024 | val loss: 0.011082
Epoch: 42 | Step: 0 | train loss: 0.015905 | val loss: 0.011112
Epoch: 43 | Step: 0 | train loss: 0.017843 | val loss: 0.011033
Epoch: 44 | Step: 0 | train loss: 0.017076 | val loss: 0.010846
Epoch: 45 | Step: 0 | train loss: 0.015354 | val loss: 0.010781
Epoch: 46 | Step: 0 | train loss: 0.016633 | val loss: 0.011054
Epoch: 47 | Step: 0 | train loss: 0.013640 | val loss: 0.011174
Epoch: 48 | Step: 0 | train loss: 0.012152 | val loss: 0.011293
Epoch: 49 | Step: 0 | train loss: 0.014211 | val loss: 0.011748
Epoch: 50 | Step: 0 | train loss: 0.015187 | val loss: 0.011757
Epoch: 51 | Step: 0 | train loss: 0.014356 | val loss: 0.011568
Epoch: 52 | Step: 0 | train loss: 0.012165 | val loss: 0.011226
Epoch: 53 | Step: 0 | train loss: 0.014893 | val loss: 0.010768
Epoch: 54 | Step: 0 | train loss: 0.012691 | val loss: 0.010538
Epoch: 55 | Step: 0 | train loss: 0.012561 | val loss: 0.010207
